osm_id,name,fclass,finalCategory,latitude,longitude
318870299,Mercury Drug,pharmacy,Health,14.5485412,121.0636418
318886578,BDO,bank,Public Service,13.7905532,121.0101726
319137791,Mercury Drug,pharmacy,Health,7.0674702,125.6109304
319944737,Binictican Detachment,police,Public Service,14.8034477,120.3302603
320504522,Anytime Fitness,fitness_centre,Other,14.6497772,120.9908491
320864273,Pasay Police Community Precint No. 11,police,Public Service,14.5360346,120.9794859
321990562,The Pleasant Mount School,school,Public Service,14.6261697,121.1325125
322738715,BDO,bank,Public Service,14.5960756,120.9835753
322793953,Mercury Drug,pharmacy,Health,14.6339079,121.0974226
322793954,Mercury Drug,pharmacy,Health,14.6325625,121.096231
324238746,LANDBANK,bank,Public Service,13.9293618,121.4236333
325090489,PNB,bank,Public Service,14.7895605,121.074759
325090526,Land Bank,bank,Public Service,14.7904737,121.0719548
325180813,Presbyterian Theological Seminary,college,Public Service,14.3416661,120.9626422
325291008,San Pablo City Police,police,Public Service,14.0675915,121.3238758
335620002,Baseco Playground,playground,Park/Nature,14.5910143,120.958469
339110231,Bulacan Standard Academy,school,Public Service,14.8141687,121.0455314
339136727,PNB,bank,Public Service,14.6024934,121.0469657
339137281,PNB,bank,Public Service,14.601775,121.0461764
339264120,SJDM Cornerstone College Inc.,school,Public Service,14.800083,121.0386399
339264122,Gaya-Gaya Brgy. Hall,town_hall,Public Service,14.7950892,121.0524058
339266700,BDO,bank,Public Service,14.6121692,120.9826928
339267836,BDO,bank,Public Service,14.6243619,120.9830511
339294427,FCYMAA Fire Station,fire_station,Public Service,14.2852354,121.4123422
339574597,Puregold,supermarket,Retail,14.6199179,121.1025711
340374935,Lisap Brent School,school,Public Service,14.8110328,121.0453184
340384547,Police Station,police,Public Service,14.8106219,121.0446878
340731348,Cebu Pacific Simulator,school,Public Service,15.1829966,120.5127184
340863688,South Star Drug,pharmacy,Health,14.6117937,121.0708307
340868692,PNB,bank,Public Service,14.6140276,121.0707265
343841292,New Zealand Embassy,embassy,Public Service,14.5611369,121.0269117
344393188,Unitop,supermarket,Retail,14.2880654,121.411266
344394120,Santa Cruz Post Office,post_office,Public Service,14.2773218,121.4166099
344435146,PNB,bank,Public Service,14.5967013,120.9831225
346648145,PSBank,bank,Public Service,13.9287877,121.4256445
346676133,BDO,bank,Public Service,13.9353417,121.6129882
346676318,Mercury Drug,pharmacy,Health,13.9369703,121.6132149
346676990,Carlos Superdrug,pharmacy,Health,13.9369692,121.6133791
346677898,UCPB,bank,Public Service,13.9357471,121.613206
346678217,EastWest Bank,bank,Public Service,13.9341056,121.612833
346679876,PSBank,bank,Public Service,13.9329559,121.6129226
346680656,Mercury Drug,pharmacy,Health,13.9332487,121.6129016
346681321,UCCP Magill Memorial School,school,Public Service,13.9301268,121.6121385
346681829,UCPB,bank,Public Service,13.9312266,121.6126963
348177521,STI College,college,Public Service,14.2786255,121.4159171
353664822,Jesus the Saviour Hospital,hospital,Health,14.2853056,121.4115081
355114225,Rose Pharmacy,pharmacy,Health,10.3101296,123.9497014
355114229,Mactan Rural Bank,bank,Public Service,10.312896,123.959807
355114234,PNB,bank,Public Service,10.3195572,123.9201596
355114243,Merchant Bank,bank,Public Service,10.314762,123.958277
355114257,City Savings Bank,bank,Public Service,10.3346075,123.9412744
355114262,PNB,bank,Public Service,10.3341613,123.9415785
355114293,ASPAC Bank,bank,Public Service,10.3347696,123.9395499
355114301,Station 4,police,Public Service,10.3125796,123.9157072
355114316,Veterans Bank,bank,Public Service,10.3323968,123.9450935
355114371,University of Visayas,university,Public Service,10.3266519,123.9453965
355114376,La Joela Pharmacy,pharmacy,Health,10.3261427,123.9524605
355114441,Johann Commercial,supermarket,Retail,10.3262532,123.9523026
355114447,China Bank,bank,Public Service,10.3206874,123.9214933
355114458,Landbank,bank,Public Service,10.3149798,123.9595596
355114487,Rose Pharmacy,pharmacy,Health,10.332531,123.9364194
355114520,BPI,bank,Public Service,10.3328484,123.9435631
355114529,Fully Booked,bookshop,Retail,10.3192524,123.9054042
355114558,Bank of Commerce,bank,Public Service,10.3196153,123.965266
355114563,PBCom,bank,Public Service,10.3341508,123.9380565
355114569,UnionBank,bank,Public Service,10.334728,123.9409136
356665681,Police Community Post,police,Public Service,14.6754294,120.5218061
357716215,Chinabank,bank,Public Service,14.6458905,120.9944234
357716316,PNB,bank,Public Service,14.6493399,120.9959017
357716333,Chinabank,bank,Public Service,14.6382396,121.0073575
357716463,Home Depot,supermarket,Retail,14.9426909,120.8817889
357716472,Metrobank,bank,Public Service,14.6385671,121.0068927
357716482,Security Bnk,bank,Public Service,14.6517553,120.997359
357716613,Security Bank,bank,Public Service,14.6090765,121.0172718
357716713,Metrobank,bank,Public Service,14.6283889,121.0128901
357727598,BDO,bank,Public Service,14.5764388,121.050561
357727615,BPI,bank,Public Service,14.6025268,121.0463337
357727729,PNB,bank,Public Service,14.6116261,121.0361506
357727743,MetroBank,bank,Public Service,14.6045971,121.0436375
357727852,BDO,bank,Public Service,14.6030109,121.0456233
357730046,Premiere Bank,bank,Public Service,14.607737,121.027316
357733228,Mercury Drug,pharmacy,Health,14.5765544,121.0331948
357733602,LandBank,bank,Public Service,14.5767642,121.0334332
357738914,Mercury Drug,pharmacy,Health,14.6819803,121.1152283
357738999,San Mateo Police Substation,police,Public Service,14.6777182,121.1119333
357862164,Ayuti Barangay Hall,town_hall,Public Service,14.1161862,121.549584
358227725,Timothy Christian Education Mission Center,college,Public Service,14.6462195,121.0999344
358227941,SM Department Store,department_store,Retail,14.5651277,121.1410399
358636298,BPI,bank,Public Service,13.9288477,121.4266705
358640164,Santo Cristo Police Assistance Center,police,Public Service,13.9391023,121.4900526
358695768,PNB,bank,Public Service,13.9306936,121.6126887
358698139,Watsons,pharmacy,Health,13.9378298,121.6132589
360110324,BPI,bank,Public Service,14.528434,120.5937098
360185546,Banco Makiling,bank,Public Service,14.1570338,121.1375849
360202557,Puregold,supermarket,Retail,14.3467599,121.0647366
360204449,Pacita Fire Substation,fire_station,Public Service,14.3450154,121.0627026
361335785,Aklatang Lunas,bookshop,Retail,14.6175893,120.9829142
364629025,PNB,bank,Public Service,14.2694128,121.12451
364629445,BPI,bank,Public Service,14.2597131,121.1275754
364925873,PSBank,bank,Public Service,14.2093133,121.1539954
364925939,UnionBank,bank,Public Service,14.2094925,121.1539632
369910511,Metrobank,bank,Public Service,10.3251136,123.9271344
369910518,China Bank Savings,bank,Public Service,10.3106973,123.9036151
369910537,Metrobank,bank,Public Service,10.3084328,123.8939194
369910566,Mercury Drug,pharmacy,Health,14.0711196,120.6325975
369910582,BPI,bank,Public Service,10.3320087,123.934863
369910593,Benedicto College,college,Public Service,10.3371996,123.9305101
369910645,St. Agustine International School,school,Public Service,10.292108,123.9692813
369910661,BDO,bank,Public Service,10.300586,123.96258
369910696,Healtea,supermarket,Retail,10.2979824,123.8953864
369910699,UnionBank,bank,Public Service,10.3010805,123.962902
369910708,BDO,bank,Public Service,10.307711,123.8958487
369910715,RCBC,bank,Public Service,10.3102454,123.8923912
369910731,Wealth Bank,bank,Public Service,10.3082208,123.8954919
369910743,Metro Fresh & Easy,supermarket,Retail,10.332877,123.9495527
369910751,BPI,bank,Public Service,10.3047292,123.912173
369910792,Mercury Drug,pharmacy,Health,10.309934,123.893984
369910797,PNB,bank,Public Service,10.3254287,123.9269182
369910806,Cebu Institute Of Medicine,university,Public Service,10.3072135,123.8966479
369910876,PNB,bank,Public Service,10.3427981,123.9160322
369910879,Rose Pharmacy,pharmacy,Health,10.3011691,123.9622257
369910925,RCBC,bank,Public Service,10.300956,123.963003
369918625,Mercury Drug,pharmacy,Health,14.5669514,121.0118384
370475652,BDO,bank,Public Service,14.4403483,121.0006746
370966676,BDO,bank,Public Service,7.0667048,125.6061851
370966737,BDO,bank,Public Service,7.1078897,125.6473881
371267594,China Bank Savings,bank,Public Service,7.0730845,125.6125318
371267623,Robinsons Bank,bank,Public Service,7.0765739,125.6150661
372506162,Republic Central Colleges,college,Public Service,15.1059108,120.6184305
372530633,Jose C. Feliciano College,college,Public Service,15.1815068,120.5941525
372739989,Mercury Drug,pharmacy,Health,7.0777718,125.6135258
372741118,Jade Bookstore,bookshop,Retail,7.072745,125.6123872
372743239,Fatima de Davao School,school,Public Service,7.1042123,125.6139369
378655876,Santa Rosa City Fire Department,fire_station,Public Service,14.3156863,121.110551
378655973,Santa Rosa City Police,police,Public Service,14.3158355,121.1104274
378659506,Maybank,bank,Public Service,14.3292488,121.0893885
378660014,Premiere Bank,bank,Public Service,14.3340276,121.0812716
378662106,Mercury Drug,pharmacy,Health,14.3462357,121.0633795
380208146,El Nido Police Station,police,Public Service,11.1805045,119.3900678
380413844,Dumaguete Development Bank,bank,Public Service,10.3183949,123.9642202
380418631,Bank of Commerce,bank,Public Service,10.3432132,123.9139811
380438491,City Savings Bank,bank,Public Service,10.2944108,123.9029609
380438493,Friendly Care Clinic,doctors,Health,10.2942293,123.9056663
380438496,PNB,bank,Public Service,10.2925682,123.9012127
380438498,Landbank,bank,Public Service,10.2925351,123.8984429
380438499,Wealth Bank,bank,Public Service,10.291927,123.8995433
380438500,BPI,bank,Public Service,10.2937317,123.8988302
380438501,RCBC,bank,Public Service,10.2951018,123.8993911
380438502,Sterling Bank of Asia,bank,Public Service,10.2944577,123.8991859
380438504,BPI,bank,Public Service,10.2965606,123.898183
380438507,DBP,bank,Public Service,10.2989957,123.8966041
380438510,BDO,bank,Public Service,10.2958108,123.9054439
380438520,National Book Store,bookshop,Retail,10.3104604,123.8954735
380438529,CTBC Bank,bank,Public Service,10.3218608,123.9044847
380438536,Bank of Commerce,bank,Public Service,10.3385481,123.911151
380438537,Rose Pharmacy,pharmacy,Health,10.3387503,123.9117042
380438538,Metrobank,bank,Public Service,10.3410814,123.9116976
380438541,PSBank,bank,Public Service,10.3180866,123.9029427
382838764,PNP Mariveles COMPAC 100,police,Public Service,14.5009649,120.6016409
382846622,China Bank Savings,bank,Public Service,14.1779528,121.2421978
383595887,Mercury Drug,pharmacy,Health,14.5481732,121.0010144
384843697,Tagaytay Post Office,post_office,Public Service,14.1001328,120.9383336
384843703,BPI,bank,Public Service,14.1147848,120.9619167
384843728,Landbank,bank,Public Service,14.0988882,120.9392924
384843739,Tagaytay Component City Police Station,police,Public Service,14.1001688,120.9384827
384843758,Robinsons Supermarket,supermarket,Retail,14.0964635,120.9420169
385043486,Maybank,bank,Public Service,14.5597144,120.9883033
385043528,BPI,bank,Public Service,14.5599441,120.9889451
391723445,University Library,library,Public Service,14.1655654,121.2390043
393731510,BDO,bank,Public Service,14.6123409,121.0704341
393731806,Clark Aviation,school,Public Service,15.1816807,120.5124256
393731993,Mercury Drug,pharmacy,Health,8.4742881,124.6856996
402912590,Mercury Drug,pharmacy,Health,14.4388472,121.0049223
403674540,Mercury Drug,pharmacy,Health,14.4564168,121.0076296
403674544,China Bank,bank,Public Service,14.456403,121.0077236
403674593,St. Joseph Veterinary Clinic,veterinary,Health,14.4513898,121.0180449
403748281,BDO,bank,Public Service,14.4562266,121.0084666
404110883,Learning Garden Montessori School,school,Public Service,14.4553404,121.0139684
404110904,Chinabank,bank,Public Service,14.426081,121.0234479
404110910,Metrobank,bank,Public Service,14.4257296,121.0234524
404110915,Maybank,bank,Public Service,14.4240898,121.023598
404110918,BPI,bank,Public Service,14.4236838,121.0235645
404110925,BDO,bank,Public Service,14.423647,121.0233964
404110935,UnionBank,bank,Public Service,14.4224591,121.0299536
404110939,Mercury Drug,pharmacy,Health,14.4227116,121.030061
404110943,HSBC,bank,Public Service,14.424855,121.0274517
404110947,Security Bank,bank,Public Service,14.4247052,121.0274007
404110959,BDO,bank,Public Service,14.4252518,121.0276025
404110965,Bank of Commerce,bank,Public Service,14.4256028,121.0277395
404111009,PSBank,bank,Public Service,14.4280346,121.0229324
404111012,RCBC,bank,Public Service,14.4273663,121.0251943
404111014,MIT International School,college,Public Service,14.4275115,121.0252006
404111017,Animal House,veterinary,Health,14.4273791,121.0251314
404111020,BPI,bank,Public Service,14.4270732,121.0241076
404111023,Veritas Parochial School,school,Public Service,14.4464565,121.0277087
404111025,Robinson's Supermarket,supermarket,Retail,14.4458846,121.0276651
404111029,Tropical Hut Supermarket,supermarket,Retail,14.4456963,121.0285832
404111034,BPI,bank,Public Service,14.444821,121.0275066
404111036,Mercury Drug,pharmacy,Health,14.4448756,121.0277144
404111038,Metrobank,bank,Public Service,14.4448496,121.027998
404111046,UnionBank,bank,Public Service,14.4454115,121.0290572
404111055,Good Shepherd Animal Clinic,veterinary,Health,14.4449193,121.0288693
404111062,RCBC BF Homes,bank,Public Service,14.4462957,121.0289139
404111065,Security Bank,bank,Public Service,14.4478684,121.0292222
404111068,PSBank,bank,Public Service,14.4485582,121.0297358
404111070,BDO,bank,Public Service,14.4486691,121.0293419
404111075,BPI,bank,Public Service,14.4490606,121.0294141
404136225,BPI,bank,Public Service,14.4575511,121.0314889
405885946,Mercury Drug,pharmacy,Health,7.0658082,125.6076608
408121648,Mercury Drug,pharmacy,Health,7.0547213,125.545324
408774912,PNB,bank,Public Service,14.6434249,121.0744369
408774914,MSA Academic Advancement Inst.,school,Public Service,14.6388723,121.0742293
408774922,Robinsons Bank,bank,Public Service,14.639767,121.0742739
408774937,V. V. Dental Clinic,dentist,Health,14.6425707,121.0744152
408774946,RCBC,bank,Public Service,14.6398819,121.074288
408774951,PSBank,bank,Public Service,14.6387196,121.0742304
408774954,Security Bank,bank,Public Service,14.6400004,121.0741407
408774960,BPI,bank,Public Service,14.6390686,121.0742228
